kingdom,phylum,majorGroup,class,order,family_PHY,family_WFO,genus_PHY,genus_WFO,specificEpithet,sciname_IN_WFO,sciname_IN_Phylogeny,tipLabel,IN_Phylogeny,Imputed
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Antennaria,Antennaria,sp.,Antennaria sp.,Antennaria sp.,Antennaria_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Gentianales,Apocynaceae,Apocynaceae,Gymnema,Gymnema,sp.,Gymnema sp.,Gymnema sp.,Gymnema_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Brassicales,Brassicaceae,Brassicaceae,Arabis,Arabis,sp.,Arabis sp.,Arabis sp.,Arabis_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Aristida,Aristida,sp.,Aristida sp.,Aristida sp.,Aristida_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Artemisia,Artemisia,sp.,Artemisia sp.,Artemisia sp.,Artemisia_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Gentianales,Apocynaceae,Apocynaceae,Asclepias,Asclepias,sp.,Asclepias sp.,Asclepias sp.,Asclepias_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Aster,Aster,sp.,Aster sp.,Aster sp.,Aster_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Bidens,Bidens,sp.,Bidens sp.,Bidens sp.,Bidens_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Bouteloua,Chondrosum,hirsutum,Chondrosum hirsutum,Chondrosum hirsutum,Chondrosum_hirsutum,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Bouteloua,Bouteloua,sp.,Bouteloua sp.,Bouteloua sp.,Bouteloua_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Bromus,Bromus,sp.,Bromus sp.,Bromus sp.,Bromus_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Bouteloua,Buchloe,dactyloides,Buchloe dactyloides,Buchloe dactyloides,Buchloe_dactyloides,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Calamagrostis,Calamagrostis,inexpansa,Calamagrostis inexpansa,Calamagrostis inexpansa,Calamagrostis_inexpansa,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Calamagrostis,Calamagrostis,sp.,Calamagrostis sp.,Calamagrostis sp.,Calamagrostis_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Calamovilfa,Calamovilfa,longifolia,Calamovilfa longifolia,Calamovilfa longifolia,Calamovilfa_longifolia,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Sporobolus,Sporobolus,sp.,Sporobolus sp.,Sporobolus sp.,Sporobolus_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Campanulaceae,Campanulaceae,Palustricodon,Campanula,aparinoides,Campanula aparinoides,Campanula aparinoides,Campanula_aparinoides,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Campanulaceae,Campanulaceae,Palustricodon,Campanula,sp.,Campanula sp.,Campanula sp.,Campanula_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Myrtales,Combretaceae,Combretaceae,Combretum,Combretum,sp.,Combretum sp.,Combretum sp.,Combretum_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,sp.,Carex sp.,Carex sp.,Carex_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthaceae,Chenopodiastrum,Chenopodium,hybridum,Chenopodium hybridum,Chenopodium hybridum,Chenopodium_hybridum,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthaceae,Chenopodium,Chenopodium,sp.,Chenopodium sp.,Chenopodium sp.,Chenopodium_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Cirsium,Cirsium,sp.,Cirsium sp.,Cirsium sp.,Cirsium_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Apiales,Apiaceae,Apiaceae,Heptaptera,Heptaptera,sp.,Heptaptera sp.,Colladonia sp.,Heptaptera_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Cornales,Cornaceae,Cornaceae,Cornus,Cornus,sp.,Cornus sp.,Cornus sp.,Cornus_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthaceae,Dysphania,Cycloloma,atriplicifolium,Cycloloma atriplicifolium,Cycloloma atriplicifolium,Cycloloma_atriplicifolium,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Cyperus,Cyperus,sp.,Cyperus sp.,Cyperus sp.,Cyperus_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Digitaria,Digitaria,sp.,Digitaria sp.,Digitaria sp.,Digitaria_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Eleocharis,Eleocharis,sp.,Eleocharis sp.,Eleocharis sp.,Eleocharis_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Elymus,Elymus,trachycaulus,Elymus trachycaulus,Elymus trachycaulus,Elymus_trachycaulus,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Myrtales,Onagraceae,Onagraceae,Epilobium,Epilobium,sp.,Epilobium sp.,Epilobium sp.,Epilobium_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Erechtites,Erechtites,hieracifolia,Erechtites hieracifolia,Erechtites hieracifolia,Erechtites_hieracifolia,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Erigeron,Erigeron,sp.,Erigeron sp.,Erigeron sp.,Erigeron_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Ageratina,Ageratina,liebmannii,Ageratina liebmannii,Ageratina liebmannii,Ageratina_liebmannii,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbiaceae,Euphorbia,Euphorbia,sp.,Euphorbia sp.,Euphorbia sp.,Euphorbia_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Festuca,Festuca,sp.,Festuca sp.,Festuca sp.,Festuca_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Fragaria,Fragaria,sp.,Fragaria sp.,Fragaria sp.,Fragaria_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Gentianales,Rubiaceae,Rubiaceae,Galium,Galium,sp.,Galium sp.,Galium sp.,Galium_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Glyceria,Glyceria,sp.,Glyceria sp.,Glyceria sp.,Glyceria_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Gnaphalium,Gnaphalium,sp.,Gnaphalium sp.,Gnaphalium sp.,Gnaphalium_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Hieracium,Hieracium,crassescens,Hieracium crassescens,Hieracium crassescens,Hieracium_crassescens,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Helianthus,Helianthus,laetiflorus,Helianthus laetiflorus,Helianthus laetiflorus,Helianthus_laetiflorus,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Helianthus,Helianthus,sp.,Helianthus sp.,Helianthus sp.,Helianthus_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Hieracium,Pilosella,longipila,Pilosella longipila,Hieracium longipilum,Pilosella_longipila,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Hieracium,Hieracium,sp.,Hieracium sp.,Hieracium sp.,Hieracium_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Anthoxanthum,Hierochloe,odorata,Hierochloe odorata,Hierochloe odorata,Hierochloe_odorata,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Aquifoliales,Aquifoliaceae,Aquifoliaceae,Ilex,Ilex,sp.,Ilex sp.,Ilex sp.,Ilex_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Juncaceae,Juncaceae,Juncus,Juncus,sp.,Juncus sp.,Juncus sp.,Juncus_sp.,0,YES
Plantae,Tracheophyta,G,Pinopsida,Pinales,Cupressaceae,Cupressaceae,Juniperus,Juniperus,sp.,Juniperus sp.,Juniperus sp.,Juniperus_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Cinnagrostis,Koeleria,micrathera,Koeleria micrathera,Koeleria micrathera,Koeleria_micrathera,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Lactuca,Lactuca,sp.,Lactuca sp.,Lactuca sp.,Lactuca_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Brassicales,Brassicaceae,Brassicaceae,Leavenworthia,Leavenworthia,sp.,Leavenworthia sp.,Leavenworthia sp.,Leavenworthia_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Alismatales,Araceae,Araceae,Lemna,Lemna,sp.,Lemna sp.,Lemna sp.,Lemna_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Brassicales,Brassicaceae,Brassicaceae,Lepidium,Lepidium,sp.,Lepidium sp.,Lepidium sp.,Lepidium_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Apiales,Apiaceae,Apiaceae,Lichtensteinia,Lichtensteinia,sp.,Lichtensteinia sp.,Lichtensteinia sp.,Lichtensteinia_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Boraginales,Boraginaceae,Boraginaceae,Lithospermum,Lithospermum,sp.,Lithospermum sp.,Lithospermum sp.,Lithospermum_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Lupinus,Lupinus,sp.,Lupinus sp.,Lupinus sp.,Lupinus_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,Lycopus,Lycopus,sp.,Lycopus sp.,Lycopus sp.,Lycopus_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Medicago,Medicago,sp.,Medicago sp.,Medicago sp.,Medicago_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Melilotus,Melilotus,sp.,Melilotus sp.,Melilotus sp.,Melilotus_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Nyctaginaceae,Nyctaginaceae,Mirabilis,Mirabilis,hirsuta,Mirabilis hirsuta,Mirabilis hirsuta,Mirabilis_hirsuta,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Miscanthus,Miscanthus,longiberbis,Miscanthus longiberbis,Miscanthus giganteus,Miscanthus_longiberbis,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,lativena,Carex lativena,Carex lativena,Carex_lativena,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Myrtales,Onagraceae,Onagraceae,Oenothera,Oenothera,sp.,Oenothera sp.,Oenothera sp.,Oenothera_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalidaceae,Oxalis,Oxalis,sp.,Oxalis sp.,Oxalis sp.,Oxalis_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Panicum,Panicum,acuminatum,Panicum acuminatum,Panicum acuminatum,Panicum_acuminatum,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Dichanthelium,Panicum,leibergii,Panicum leibergii,Panicum leibergii,Panicum_leibergii,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Dichanthelium,Panicum,oligosanthes,Panicum oligosanthes,Panicum oligosanthes,Panicum_oligosanthes,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Panicum,Panicum,sp.,Panicum sp.,Panicum sp.,Panicum_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Vitales,Vitaceae,Vitaceae,Parthenocissus,Parthenocissus,sp.,Parthenocissus sp.,Parthenocissus sp.,Parthenocissus_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Orobanchaceae,Orobanchaceae,Pedicularis,Pedicularis,sp.,Pedicularis sp.,Pedicularis sp.,Pedicularis_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Plantaginaceae,Plantaginaceae,Penstemon,Penstemon,grandiflorus,Penstemon grandiflorus,Penstemon grandiflorus,Penstemon_grandiflorus,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Plantaginaceae,Plantaginaceae,Penstemon,Penstemon,sp.,Penstemon sp.,Penstemon sp.,Penstemon_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,NA,Petalostemum,Petalostemum,sp.,Petalostemum sp.,Petalostemum sp.,Petalostemum_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Ericales,Polemoniaceae,Polemoniaceae,Phlox,Phlox,sp.,Phlox sp.,Phlox sp.,Phlox_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Solanales,Solanaceae,Solanaceae,Physalis,Physalis,sp.,Physalis sp.,Physalis sp.,Physalis_sp.,0,YES
Plantae,Tracheophyta,G,Pinopsida,Pinales,Pinaceae,Pinaceae,Picea,Picea,sp.,Picea sp.,Picea sp.,Picea_sp.,0,YES
Plantae,Tracheophyta,G,Pinopsida,Pinales,Pinaceae,Pinaceae,Pinus,Pinus,sp.,Pinus sp.,Pinus sp.,Pinus_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Plantaginaceae,Plantaginaceae,Plantago,Plantago,sp.,Plantago sp.,Plantago sp.,Plantago_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Poa,Poa,sp.,Poa sp.,Poa sp.,Poa_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Polygalaceae,Polygalaceae,Polygala,Polygala,sp.,Polygala sp.,Polygala sp.,Polygala_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Asparagales,Asparagaceae,Asparagaceae,Polygonatum,Polygonatum,sp.,Polygonatum sp.,Polygonatum sp.,Polygonatum_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Parogonum,Fallopia,cilinodis,Fallopia cilinodis,Fallopia cilinodis,Fallopia_cilinodis,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Polygonum,Polygonum,sp.,Polygonum sp.,Polygonum sp.,Polygonum_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Drymocallis,Potentilla,arguta,Potentilla arguta,Potentilla arguta,Potentilla_arguta,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Potentilla,Potentilla,sp.,Potentilla sp.,Potentilla sp.,Potentilla_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Prunus,Prunus,sp.,Prunus sp.,Prunus sp.,Prunus_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Ericales,Ericaceae,Ericaceae,Pyrola,Pyrola,sp.,Pyrola sp.,Pyrola sp.,Pyrola_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Fagales,Fagaceae,Fagaceae,Quercus,Quercus,sp.,Quercus sp.,Quercus sp.,Quercus_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculaceae,Ranunculus,Ranunculus,rhomboideus,Ranunculus rhomboideus,Ranunculus rhomboideus,Ranunculus_rhomboideus,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rhamnaceae,Rhamnaceae,Rhamnus,Rhamnus,sp.,Rhamnus sp.,Rhamnus sp.,Rhamnus_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Sapindales,Anacardiaceae,Anacardiaceae,Rhus,Rhus,sp.,Rhus sp.,Rhus sp.,Rhus_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Aizoaceae,Aizoaceae,Roosia,Roosia,sp.,Roosia sp.,Roosia sp.,Roosia_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Rubus,Rubus,sp.,Rubus sp.,Rubus sp.,Rubus_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Rumex,Rumex,mexicanus,Rumex mexicanus,Rumex mexicanus,Rumex_mexicanus,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Rumex,Rumex,sp.,Rumex sp.,Rumex sp.,Rumex_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Salix,Salix,sp.,Salix sp.,Salix sp.,Salix_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Senecio,Senecio,aureus,Senecio aureus,Senecio aureus,Senecio_aureus,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Senecio,Senecio,sp.,Senecio sp.,Senecio sp.,Senecio_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Cenchrus,Pennisetum,glaucum,Pennisetum glaucum,Pennisetum glaucum,Pennisetum_glaucum,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Setaria,Setaria,sp.,Setaria sp.,Setaria sp.,Setaria_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Caryophyllaceae,Caryophyllaceae,Silene,Silene,sp.,Silene sp.,Silene sp.,Silene_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Solidago,Solidago,sp.,Solidago sp.,Solidago sp.,Solidago_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Sporobolus,Spartina,pectinata,Spartina pectinata,Spartina pectinata,Spartina_pectinata,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,Stachys,Stachys,sp.,Stachys sp.,Stachys sp.,Stachys_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Taraxacum,Taraxacum,sp.,Taraxacum sp.,Taraxacum sp.,Taraxacum_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Taraxacum,Taraxacum,campylodes,Taraxacum campylodes,Taraxacum campylodes,Taraxacum_campylodes,0,YES
Plantae,Tracheophyta,A,Liliopsida,Commelinales,Commelinaceae,Commelinaceae,Tradescantia,Tradescantia,sp.,Tradescantia sp.,Tradescantia sp.,Tradescantia_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Tragopogon,Tragopogon,duarius,Tragopogon duarius,Tragopogon duarius,Tragopogon_duarius,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Hypericaceae,Hypericaceae,Triadenum,Hypericum,fraseri,Hypericum fraseri,Triadenum fraseri,Hypericum_fraseri,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Trifolium,Trifolium,sp.,Trifolium sp.,Trifolium sp.,Trifolium_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Typhaceae,Typhaceae,Typha,Typha,sp.,Typha sp.,Typha sp.,Typha_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Ulmaceae,Ulmaceae,Ulmus,Ulmus,sp.,Ulmus sp.,Ulmus sp.,Ulmus_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lentibulariaceae,Lentibulariaceae,Utricularia,Utricularia,sp.,Utricularia sp.,Utricularia sp.,Utricularia_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Ericales,Ericaceae,Ericaceae,Vaccinium,Vaccinium,sp.,Vaccinium sp.,Vaccinium sp.,Vaccinium_sp.,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Violaceae,Violaceae,Viola,Viola,sp.,Viola sp.,Viola sp.,Viola_sp.,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Xyridaceae,Xyridaceae,Xyris,Xyris,torta,Xyris torta,Xyris torta,Xyris_torta,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Dichanthelium,Dichanthelium,praecocius,Dichanthelium praecocius,Dichanthelium praecocius,Dichanthelium_praecocius,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Andropogon,Andropogon,gerardii,Andropogon gerardii,Andropogon gerardii,Andropogon_gerardii,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Amphicarpaea,Amphicarpa,bracteata,Amphicarpa bracteata,Amphicarpa bracteata,Amphicarpa_bracteata,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Hesperostipa,Stipa,spartea,Stipa spartea,Hesperostipa spartea,Stipa_spartea,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Vicia,Vicia,setifolia,Vicia setifolia,Vicia setifolia,Vicia_setifolia,0,YES
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Hesperostipa,Stipa,comata,Stipa comata,Hesperostipa comata,Stipa_comata,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Vitales,Vitaceae,Vitaceae,Parthenocissus,Parthenocissus,vitacea,Parthenocissus vitacea,Parthenocissus vitacea,Parthenocissus_vitacea,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Plantaginaceae,Plantaginaceae,Penstemon,Penstemon,cobaea,Penstemon cobaea,Penstemon cobaea,Penstemon_cobaea,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Cactaceae,Cactaceae,Deamia,Deamia,testudo,Deamia testudo,Demia testudo,Deamia_testudo,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Gentianales,Rubiaceae,Rubiaceae,Galium,Galium,asprellum,Galium asprellum,Galium asperellum,Galium_asprellum,0,YES
Plantae,Tracheophyta,A,Magnoliopsida,Gentianales,Rubiaceae,Rubiaceae,Galium,Galium,bifolium,Galium bifolium,Galium trifolium,Galium_bifolium,0,YES
